@relation whatever-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Llast-M

@attribute gdp numeric
@attribute life_expectancy numeric
@attribute popdensity numeric
@attribute total_population numeric
@attribute m_out numeric
@attribute income_per_person numeric
@attribute year numeric
@attribute m_in numeric

@data
461640242696.171,75.8,15.063041,41222875,933164,15765,2010,1767689
9260284937.79781,73,104.091886,2963496,910093,6508,2010,194741
2467703910.61453,75.06,564.427778,101597,14120,33288,2010,32780
1142250506474.06,82,2.867859,22162863,487519,41330,2010,5821210
390235099337.748,80.5,101.299694,8391986,552251,42861,2010,1275992
52902703376.1056,70.1,109.542344,9099893,1178793,15950,2010,274411
25713271276.5957,78.7,1655.274278,1261319,53941,40553,2010,638094
115279077465.226,68.8,1164.759753,151616777,6748118,2459,2010,1110039
4445500000,75.2,650.153488,279566,92135,15297,2010,19424
55220932613.958,70.2,46.771809,9492122,1478568,15703,2010,1090088
483577483443.709,80.1,359.827807,10929978,489639,40764,2010,1036630
1397113450,71.2,14.099474,321609,55112,8209,2010,44956
6970240895.49888,60.8,84.336626,9509798,514448,1637,2010,177454
5744414000,77.6,1302.48,63954,15996,56395,2010,17857
1585472534.10547,71.4,18.895663,720246,86206,6516,2010,44708
19649631308.1648,71.8,9.155585,9918245,779035,5279,2010,119859
17163117551.4626,77.9,74.907383,3835258,1603536,9145,2010,37841
12786662034.8563,55.6,3.613416,2047831,44474,13642,2010,106209
2208872214643.02,73.6,23.762967,198614208,1526897,14660,2010,586789
?,?,181.486667,27223,4519,?,2010,13103
12370616061.6062,77.1,74.630361,393302,45414,70636,2010,99582
49939168133.207,73.7,68.12453,7407297,1136455,14886,2010,74877
8979966766.07232,59,57.134744,15632066,1389421,1431,2010,629595
2026864469.36388,60.4,368.423559,9461117,280873,725,2010,215702
11242275198.9783,67,81.37087,14363586,943305,2513,2010,78719
23622483983.7101,57.8,43.55877,20590666,279137,2571,2010,280209
1613406134731.12,81.3,3.73951,34126173,1229266,40773,2010,7003177
1664310769.55229,71.1,121.682134,490379,151080,6005,2010,12921
?,?,231.2875,55509,1382,49795,2010,23985
1986014845.63184,47.9,7.135017,4444973,238718,901,2010,66524
10657705072.2884,55.8,9.44757,11896380,197249,1953,2010,406162
?,?,839.910526,?,18133,?,2010,74628
217538271334.738,78.5,22.884083,17015048,564332,19204,2010,369436
6039658508485.59,74.3,142.487743,1340968737,8598028,9430,2010,707128
287018184637.529,76.4,41.386301,45918101,2492579,10777,2010,123584
516962886.786662,67.7,375.440623,698695,108553,1426,2010,11255
36298327620.1953,79.8,89.018273,4545273,128869,12322,2010,391708
59680624422.3702,76.7,78.945336,4316425,853824,19989,2010,553434
64328200000,77.8,106.239506,11308133,1259441,18477,2010,13880
?,?,334.916667,147605,68289,?,2010,34108
25247424010.9811,80.6,119.446429,1103685,161305,33747,2010,186325
207015860050.371,77.5,135.608622,10506617,878343,28111,2010,397785
20523285374.187,60.4,29.085689,4066078,1225390,5533,2010,428440
319810991980.939,79.4,130.749069,5550959,238234,42997,2010,509740
1128611700.3618,62.3,35.841329,830802,13658,2665,2010,95499
493703703.703704,73.7,94.889333,71167,71438,10375,2010,4664
53864484468.2287,74.4,204.842363,9897983,1147301,11075,2010,385696
934000000,70.8,71.715467,1057122,34761,1777,2010,9679
69555367000,75.1,60.133242,14934692,1134042,9311,2010,276341
218888324504.753,70.1,82.415987,82040994,2607915,10615,2010,283475
21418300000,74.1,291.424035,6038306,1278842,7237,2010,40202
12709498548.489,58.6,25.978966,728710,78188,34431,2010,6996
2117039512.19512,60.1,46.432317,4689664,281115,1083,2010,13487
19494662251.6556,76.4,31.41012,1332089,163390,21710,2010,217814
29933790334.3418,62.1,87.561814,87561814,623998,1081,2010,510644
2301178416.00619,?,34.790115,48567,12971,?,2010,4837
294117200,68.3,148.027143,103619,19039,3337,2010,110265
3140508835.9485,65.2,47.069075,859952,182266,7098,2010,11627
247814569536.424,80,17.648411,5367693,292427,39425,2010,246266
2646994701986.75,81.4,118.759347,62961136,1965318,36745,2010,7196481
?,75.62,73.241803,268065,1211,?,2010,27588
14358584300.3006,63,5.98415,1541936,57948,15982,2010,237590
11638536890.5347,72.2,68.686798,4250132,810207,5938,2010,178249
3417298013245.03,80.3,234.606908,80435307,3836419,40632,2010,11603711
32174772955.9748,62.9,106.872348,24317734,694009,3091,2010,258896
?,?,3073.2,30732,11650,?,2010,8192
299379400264.901,80.4,86.278829,11177509,821078,29190,2010,1269749
2287220565.1596,70.8,0.138641,56546,16253,24966,2010,6014
771015888.888889,71,307.873529,104677,61704,11178,2010,4771
?,71.6,295.259259,159440,2171,?,2010,72950
41338008617.1119,71.2,137.479106,14732261,884864,6849,2010,66302
4735956493.06479,57.9,44.816889,11012406,402013,1185,2010,200224
847491366.890874,54.3,58.115078,1634196,97257,1368,2010,20410
2259288396.24467,65.5,3.827087,753362,423693,5542,2010,12378
6622541528.56888,32.2,362.830806,9999617,1092025,1518,2010,32604
15839344591.9842,72,67.064751,7503875,564110,4270,2010,27153
228637697575.04,82.84,6689.714286,6993570,946452,48108,2010,2748711
130093753005.675,74.6,110.460875,10014633,551731,22062,2010,427420
13236887873.0516,82.8,3.172479,318042,33607,38809,2010,35091
1708458876829.92,65.4,414.0282,1230984504,13286337,4547,2010,5330039
755094157594.527,69.8,133.372227,241613126,3492456,8498,2010,270353
467790215915.476,73.7,45.594776,74253373,1011021,16980,2010,2509220
138516722649.573,67.3,71.07238,30868156,2561482,12330,2010,91594
5420291954.71889,?,147.942105,84327,10295,?,2010,41377
234321743781.76,81.6,352.292052,7420368,330729,29509,2010,1363316
2125184794172.19,81.9,201.527902,59588007,2670095,35753,2010,5787893
24884505034.5564,56.6,63.307255,20131707,782205,2892,2010,2018304
13190512703.1357,74.8,248.460203,2741253,960460,8370,2010,21153
5498717815809.77,82.7,351.309834,127319802,750677,34404,2010,2064499
26425379436.6197,77.9,73.416445,6517912,599034,11256,2010,2716659
148047348240.643,68.5,6.045702,16310624,3979923,19601,2010,3334623
39999659233.7555,62.9,70.858335,40328313,405031,2503,2010,867762
150431113.557145,61.9,126.725926,102648,4279,1729,2010,2407
115419050942.08,78.5,171.687598,3059473,173992,75365,2010,1765407
4794357795.07139,67.9,28.404067,5464567,743174,2790,2010,226524
7181441139.89806,64.1,27.125407,6260544,1187508,3901,2010,17079
23743309485.9565,73.9,33.701076,2090519,311107,18148,2010,313786
38009950248.7562,78.1,423.964418,4337156,713494,16263,2010,818738
2187482926.29624,46.4,66.224835,2010586,225608,2235,2010,3840
1292697100,60.8,41.092089,3957990,259595,689,2010,92870
74773444900.5368,75.9,3.560986,6265697,130833,30261,2010,683998
5082338964.87305,?,226.725,36276,3429,?,2010,21704
37132564255.4319,73.9,49.418141,3122835,493032,20758,2010,160374
52351655629.1391,81.3,195.734749,507889,57589,91147,2010,162895
28123640998.7253,79.75,18000.875421,534626,130200,98722,2010,295655
8729936135.74488,62.4,36.247777,21079532,158180,1390,2010,21151
6959655570.89098,55.4,156.659143,14769824,271159,737,2010,170320
255016919685.822,74.4,85.586669,28119500,1621937,20398,2010,2219148
2323401757.8125,79.2,1223.333333,332575,2757,11674,2010,69571
10678749467.4697,59.2,12.430266,15167286,842729,1664,2010,223932
8163355021.12327,81.3,1295.3375,412064,97887,27906,2010,32304
163803078.278876,65.8,291.266667,52428,6168,3514,2010,2749
4337791530.87884,68.6,3.484428,3591400,113398,3299,2010,56954
9718233910.68203,73.4,615.960591,1247951,152757,15599,2010,23497
1051128603513.77,75.4,61.018824,118617542,11828349,15460,2010,966873
5811604051.96737,70.5,124.16931,4084483,833095,3925,2010,152732
5350674803.33858,?,18422.5,36845,26488,54146,2010,10842
7189482029.68248,65.2,1.746091,2712657,58455,7708,2010,15510
4139192052.98013,76.5,46.054126,621952,131507,13656,2010,78125
93216746661.5977,73.7,71.942055,32107739,2779496,6466,2010,58819
10154238250.1818,54.4,30.928377,24321457,672976,930,2010,144891
?,66,79.192072,51733013,2436388,3077,2010,66565
11282192605.0374,61.4,2.664484,2193643,93209,8433,2010,100198
?,?,501.25,10025,2160,9523,2010,1944
16002656434.4746,69,187.484548,26875910,1377299,1999,2010,556029
836439735099.338,80.8,492.599881,16631571,903207,45843,2010,1827558
?,75.67,13.676149,246345,5783,?,2010,55415
146584522265.456,80.8,16.52311,4369027,663809,31824,2010,908399
8741313140.24883,77.2,47.679259,5737722,598189,3966,2010,35536
5718589799.24366,59.2,12.861759,16291990,309431,841,2010,116285
369062464570.387,61.2,175.04391,159424742,984555,5114,2010,825990
?,71.2,203.475675,24500506,105807,1393,2010,42072
?,76.4,117.086957,53860,2617,?,2010,23130
428524701366.599,81.1,13.386226,4891251,182723,62946,2010,516976
58641352405.7217,76.1,9.511299,2943747,20784,49188,2010,783100
177406854514.885,64.5,220.584161,170043918,5018550,4220,2010,3938511
183800000,?,44.5,20470,2608,12113,2010,5141
28917200000,77.3,48.701991,3620506,134756,14921,2010,156722
9716103408.96554,59.1,15.120605,6847517,4302,2163,2010,24303
20030528042.9171,74,15.630196,6209877,764256,7008,2010,156416
148521818488.749,78.4,22.948159,29373644,1312888,9915,2010,82847
199590774784.581,70.1,312.033075,93038902,4656379,5614,2010,153633
479242529764.866,76.2,124.209201,38574682,4135816,21328,2010,634946
238317631788.079,79.9,115.439458,10584837,2098897,27393,2010,759742
98381268000,77.1,419.563247,3709671,1648962,34454,2010,287931
125122306346.154,79.2,152.068303,1765513,22307,127984,2010,1406620
220076114437.086,81,66.194731,4617334,776575,43860,2010,730542
9407168702.4313,75.2,81.778073,2062443,479614,11179,2010,128286
12007880590.4575,58.4,11.906524,65938712,195848,632,2010,411152
167998080493.408,73.7,88.010741,20298838,3356754,16888,2010,143106
1524917468442.01,68.9,8.722634,143158099,10430967,21664,2010,11194137
5698548987.88591,65.1,417.25452,10293669,328146,1262,2010,417680
692457407.407407,?,201.353846,52352,35945,20479,2010,3431
1249497000,74.5,290.814754,177397,50686,10515,2010,7867
681225962.962963,71.1,280.297436,109316,55405,9935,2010,4202
656789149.595525,72.6,65.734629,186029,104004,5405,2010,4671
?,?,511.5,30690,2264,44525,2010,4192
195176113.354139,66.9,178,170880,30810,2743,2010,2640
526811466666.667,78.7,13.067301,28090647,227479,45598,2010,8147064
12932428287.6047,64.2,67.297517,12956791,557134,2182,2010,215154
39460357730.5224,74.8,83.368809,9059046,875960,12301,2010,825407
969936525.298729,73.1,195.152174,93081,10673,20364,2010,11053
2616610911.08235,55,80.020809,5775902,134149,1347,2010,96482
236421782178.218,81.3,7231.811966,5078961,281520,72056,2010,1919435
89254437086.0927,75.7,112.108877,5406896,301524,24438,2010,145694
48016423841.0596,79.5,101.71713,2052480,130188,28377,2010,253392
671585231.579861,62.7,18.79875,526177,3351,1787,2010,2148
?,51.6,15.273558,9581714,1595533,614,2010,1919
375349442837.24,54.9,41.853305,51621594,740536,12087,2010,1890854
1094499338702.72,80.4,508.180253,49090041,2266276,30440,2010,877436
15727363443.0995,56,?,10056475,403896,3838,2010,255341
1431672847682.12,81.8,93.151931,46601492,1109449,32994,2010,6277672
56725745039.336,75,320.810078,20201312,1438103,7572,2010,37190
?,?,555.790441,?,23346,?,2010,23963
65634109236.7736,66.1,19.432391,36114885,1196493,3282,2010,554541
4368398047.64333,70.7,3.321417,518141,259813,14325,2010,23306
3527776867.18024,46.4,69.36907,1193148,63655,5862,2010,24283
488379327089.837,81.6,22.854526,9382297,300795,42898,2010,1292196
581211708792.789,82.3,198.018752,7830534,639637,54183,2010,1958346
?,76.5,112.838872,20720602,1094693,6603,2010,1271568
5642221528.67072,70.1,54.170449,7581696,587770,2110,2010,277849
31407908612.0943,61.4,51.53367,45648525,265412,2143,2010,301574
340923571200.889,74.2,130.540868,66692024,770069,12822,2010,3223380
7909580000,72.7,36.046953,360830,34719,22915,2010,53806
952429030.415536,66.5,167.292688,1693002,82182,1667,2010,180372
3172945644.5585,58.7,117.500478,6390851,381618,1246,2010,235112
369816107.03043,70.7,144.370833,103947,50995,4945,2010,1417
21037612736.256,71.8,258.887914,1328095,339229,29321,2010,40940
44050929160.2627,77.1,67.888131,10639194,606017,10411,2010,35123
731168051636.944,78.8,93.954778,72310416,2952422,16674,2010,1255160
22583157894.7368,68.1,10.729247,5041995,238574,10032,2010,195437
?,?,32.624211,30993,1732,20095,2010,8981
31823518.620437,?,327.566667,9827,3276,3222,2010,123
?,79.46,303.62,106382,3287,?,2010,55526
20181796802.8574,57.8,165.31726,33149417,701252,1515,2010,526101
136419300367.962,70.5,79.180246,45647497,5497123,7844,2010,4479141
286049336038.121,75.6,99.634605,8329453,121530,56644,2010,7094180
2403504326328.8,80.2,259.440189,62716684,4555299,36240,2010,7560559
14964372000000,78.8,33.817936,309876170,2721712,49373,2010,40180172
40284682481.3918,76.2,19.280162,3374414,332362,17095,2010,71777
39332770928.9426,70.2,67.142454,27739764,1913257,4185,2010,1140101
700804286.224354,63.9,19.38466,236299,7939,2948,2010,2191
393801459277.332,74.9,32.873131,28995745,550420,16536,2010,1331312
115931749904.839,74.5,280.364111,88357775,2306669,4486,2010,57368
30906753495.1501,66.6,44.684304,23591972,880927,4534,2010,250376
20265552104.3964,53.1,18.721585,13917439,209456,3451,2010,130863
9422161300,49.1,36.122262,13973897,666407,1484,2010,286242
19199437988.8023,53.8,49.821649,32526562,4843117,1925,2015,364151
11455595709.1413,78,105.444051,2896679,1122910,10620,2015,51235
166838617796.555,76.4,16.654429,39666519,1763771,13434,2015,227417
?,72.9,277.69,55538,2035,?,2015,22660
?,84.8,149.942553,70473,7571,46577,2015,39552
102643104696.208,59.6,20.070565,25021974,555403,7615,2015,89974
1297285370.37037,76.4,208.677273,91818,65489,21049,2015,27688
?,76.5,15.864696,43416755,940273,17344,2015,2042145
10561401185.098,74.7,105.996207,3017712,937299,7763,2015,169744
?,75.72,577.161111,103889,16724,37138,2015,34486
1339539063150.01,82.3,3.095579,23968973,526579,44056,2015,6684394
374055872241.322,81.3,104.337619,8544586,575828,44401,2015,1492374
53047140347.4527,72.9,116.761018,9753968,1146769,16986,2015,261751
32221489361.7021,79.1,1788.619481,1377237,55964,44138,2015,696373
195078665827.565,70.4,1236.810648,160995642,7205410,3161,2015,1173775
4451000000,75.7,660.965116,284215,98464,12984,2015,20397
54608962634.9908,71,46.882854,9495826,1485323,17415,2015,1082594
454039037373.849,80.5,372.712054,11299192,530990,41240,2015,1371402
1763000000,71.7,15.751293,359287,59884,8501,2015,52229
8476125180.59445,62.3,96.4866,10879829,615852,1830,2015,208093
?,78.5,1304.7,62004,17046,47081,2015,18086
1962221695.69413,72.7,20.327675,774830,44190,7983,2015,47189
33196819571.6353,73.2,9.900032,10724705,799605,6295,2015,139511
15995392117.9473,78.9,74.422188,3810416,1650772,9833,2015,33950
14390863395.3171,58.7,3.992174,2262485,58346,17196,2015,141110
1774724818900.48,74.4,24.867677,207847528,1544024,15441,2015,706609
?,?,200.78,30117,4624,?,2015,14576
15492035784.4207,77.1,80.301328,423188,46237,73003,2015,101707
48952959079.5738,74.8,66.120035,7149787,1176390,16371,2015,100916
11099473096.8345,60.9,66.175329,18105570,1453378,1654,2015,658342
3085184836.89126,61.4,435.316238,11178921,284187,777,2015,262969
18049954289.4301,69.4,88.250051,15577899,1187142,3267,2015,71024
29198372811.2037,59.4,49.383722,23344179,328604,2897,2015,379375
1550536520141.93,81.7,3.942567,35939927,1286176,43294,2015,7826507
1629759975.07703,72.9,129.156824,520502,165732,6514,2015,13416
?,?,249.8625,59967,1569,49009,2015,23656
1503299943.61311,49.6,7.865861,4900274,440745,599,2015,58076
10888798113.7866,57.4,11.147929,14037472,208137,2191,2015,503624
?,?,861.536842,?,20335,?,2015,79174
240215707927.037,79.4,24.13903,17948141,612409,22465,2015,469436
10866443998394.2,76.2,146.057646,1376048943,9546065,13334,2015,813787
292080155633.31,78,43.468863,48228704,2638852,12761,2015,132398
?,68.1,423.682966,788474,116516,1472,2015,11204
51106697023.7464,80.3,94.160791,4807850,133185,14132,2015,407450
48732003674.38,77.8,75.489707,4240317,865147,20260,2015,556944
?,78.2,106.995481,11389562,1426380,21291,2015,12494
?,?,355.945946,157203,69893,?,2015,37047
19319729400.0222,81.8,126.114719,1165300,177185,29797,2015,194497
181811026983.078,78.8,136.62073,10543186,932582,29437,2015,405093
35237742278.1367,61.5,34.082536,4620330,1403757,6220,2015,421668
295164313328.842,80.4,133.773321,5669081,250675,43495,2015,572520
?,63.8,38.30289,887861,15927,3139,2015,105630
537777777.777778,73.1,96.906667,72680,69817,10503,2015,5437
67103263863.3943,75.3,217.888887,10528391,1304493,12837,2015,407095
1412377919.12175,72.4,83.726631,1184765,37311,2086,2015,9540
100871770000,75.9,65.003877,16144363,1101923,10996,2015,316204
330778550716.746,71.5,91.926349,91508084,3268970,11031,2015,477125
25850200000,74.9,295.684508,6126583,1436158,7776,2015,41918
9397792253.2693,61,30.126916,845060,81029,31087,2015,8746
?,60.7,?,5227791,499916,1129,2015,13715
22691482754.7965,77.8,30.950649,1312558,198042,26812,2015,202278
61537143095.3874,65.2,99.39075,99390750,753492,1520,2015,1003041
?,?,34.526504,48199,14284,?,2015,5202
?,68.9,149.228571,104460,19798,3510,2015,109109
4386008744.53467,65.8,48.831144,892145,204934,7925,2015,11975
229810358212.266,80.9,18.039465,5503457,295077,38923,2015,314947
2421682377730.95,81.8,122.011745,64395345,2145975,37599,2015,7784418
?,76.69,77.257923,282764,1337,?,2015,26208
14339723934.6724,65.9,6.695743,1725292,63209,18627,2015,261342
13965385801.7891,72.9,64.365443,3999812,838430,7474,2015,165141
3355772429854.72,80.8,233.583362,80688545,4045411,44053,2015,12003643
37864368219.9169,65.3,120.461866,27409893,801710,4099,2015,306873
?,?,3221.7,32217,13065,?,2015,8741
195212006432.295,81,83.969992,10954617,871643,25430,2015,1242514
?,72.1,0.136713,56186,17552,27763,2015,5727
978148148.148148,71.5,314.191176,106825,65812,11593,2015,4823
?,71.7,314.601852,169885,2144,?,2015,73602
63794348774.6251,72.6,152.509304,16342897,1017517,7279,2015,76258
6699203543.29047,59.1,51.312836,12608590,426941,1225,2015,222972
1056851007.567,55.6,65.58766,1844325,101828,1386,2015,21642
3166029055.69007,66.8,3.8968,767085,460286,6816,2015,14507
8877465911.26736,64.3,388.645392,10711067,1195240,1710,2015,36711
20152043003.4425,73,72.169631,8075060,648520,4270,2015,27931
309928790732.475,83.73,6957.809524,7287983,1041264,53874,2015,2806766
120687138088.121,76.7,108.745013,9855023,595937,24200,2015,440150
16598494830.9142,83.3,3.29998,329425,38496,42182,2015,37522
2073542978208.77,67.2,440.957533,1311050527,15575724,5903,2015,5138790
861933968740.332,71.1,142.177125,257563815,3876739,10504,2015,291093
?,74.6,48.576508,79109272,1123383,15573,2015,2484128
168606686710.642,67.4,83.863039,36423395,1479966,14646,2015,328017
?,?,154,87780,10957,?,2015,43066
296075434804.981,82.1,387.264325,8064036,342585,31590,2015,1406027
1814762858045.91,82.2,206.711379,59797685,2900924,33297,2015,5788875
31752543539.2202,59.1,71.388541,22701556,850105,3491,2015,2095575
14005654598.9598,75,251.70277,2793335,1067455,8606,2015,20697
4123257609614.74,83.2,348.25124,126573481,797496,36162,2015,1959777
37517410299.2739,78.5,85.543444,7594547,699719,11752,2015,3109064
184360630555.504,70.2,6.498547,17625226,4075738,23468,2015,3546778
63398041540.367,65.1,80.912081,46050302,455889,2898,2015,1023927
145237022.01187,63,138.793827,112423,4717,1824,2015,2644
112811565304.088,80.3,218.412738,3892115,187871,82633,2015,2751639
6571853849.00585,69.8,31.058394,5939962,760847,3245,2015,199981
12327488340.7341,67.1,29.471503,6802023,1345075,5212,2015,17933
27035266718.4208,75.4,31.812832,1970503,337678,23282,2015,263126
47102873631.8408,78.9,571.920137,5850743,798140,17050,2015,1996163
?,47.1,70.323518,2135022,363763,2598,2015,3932
2053000000,63.2,46.754963,4503438,276630,958,2015,108166
29152707344.7142,74.1,3.568227,6278438,141623,17261,2015,771146
?,?,234.56875,37531,3870,?,2015,23089
41243983586.5587,75.2,46.433171,2878405,544120,26665,2015,135699
57793612066.0974,82.2,219.952124,567110,61058,88314,2015,248964
46177532874.139,80.82,19392.937294,587606,140395,148374,2015,318113
9980522718.48012,63.5,41.655878,24235390,169984,1400,2015,23463
6565382258.60153,60.5,182.59686,17215232,302515,799,2015,168314
296217641787.223,75.3,92.317781,30331007,1835252,24320,2015,2318973
3142812004.19099,80,1363.876667,363657,2844,14408,2015,88681
13100263697.0551,60.2,14.423732,17599694,1005607,1684,2015,243182
?,82.1,1347.915625,418670,103392,30265,2015,40425
?,66.9,294.405556,52993,6901,3661,2015,2924
?,69.7,3.946409,4067564,119334,3877,2015,105999
11510952257.3431,74.5,621.972906,1273212,168255,18350,2015,27033
1144331343172.45,75.9,65.339759,127017224,12339062,16850,2015,1188870
6551161404.09357,73.9,123.764669,4068897,888610,4896,2015,138431
?,?,18865.5,37731,28626,63472,2015,10795
11757940908.6277,67.1,1.904744,2959134,59266,11819,2015,17016
3992640233.17019,77.2,46.274201,625781,138356,14833,2015,81568
100359546357.65,74.6,77.027809,34377511,2834641,7319,2015,72288
14688606237.729,57.1,35.578045,27977863,713867,1176,2015,150498
64865515159.2277,68,82.527644,53897154,2881797,4012,2015,63860
11546088223.2118,64.2,2.98659,2458830,145852,10040,2015,91826
?,?,511.1,10222,2391,16686,2015,2271
20880545907.4264,69.7,198.909662,28513700,1629306,2352,2015,497086
752547410446.934,81.3,503.015147,16924929,981434,45784,2015,1974046
?,76.74,14.934354,263118,6330,?,2015,58254
173754075210.516,81.4,17.453572,4528526,802335,34186,2015,998715
12692562187.4933,78,50.540402,6082032,638958,4712,2015,38345
7142951342.4223,61,15.709418,19899120,356793,943,2015,157577
481066152870.266,64.6,200.052661,182201962,1093644,5727,2015,1076442
?,72.1,208.913853,25155317,112783,1390,2015,46325
?,76.2,119.717391,55070,2649,?,2015,20715
388314890978.609,82,14.225851,5210967,193477,64304,2015,731248
70254876462.9389,77.2,14.509018,4490541,21333,48226,2015,1752641
269971498118.442,65.9,245.076891,188924874,5935193,4743,2015,3625927
287400000,?,46.284783,21291,2552,14315,2015,5033
52132289700,78.2,52.853659,3929141,142706,20485,2015,184061
?,60.9,16.824893,7619321,4631,2529,2015,24647
27622778722.3986,74.4,16.710604,6639123,845373,8219,2015,152664
192083721355.064,79.5,24.513023,31376670,1409676,11903,2015,89524
291965336390.95,71,337.724771,100699395,5316320,6876,2015,155943
474783393022.947,77.6,124.096189,38611794,4449789,24787,2015,612185
198931394033.492,80.8,112.976507,10349803,2306321,26437,2015,833875
?,78.5,391.67779,3683238,1768384,33604,2015,259070
166907692307.692,79.7,192.537037,2235355,25681,132877,2015,1654997
238020405899.967,81.7,67.363957,4688465,882022,47758,2015,746260
10086021260.9944,76.5,82.412887,2078453,516024,12547,2015,129202
8553154505.83585,60.8,13.529517,77266814,220501,809,2015,381703
177954489851.961,75.2,86.216533,19511324,3408118,19203,2015,203845
1326015096948.19,71,8.798801,143456918,10576766,23038,2015,11642651
8095980013.73418,65.9,470.598541,11609666,315866,1549,2015,432675
921888851.851852,?,213.738462,55572,39132,21896,2015,3521
1436390325.92593,74.8,303.277049,184999,55414,9997,2015,8296
751373262.962963,71.2,280.671795,109462,60424,10435,2015,4289
761037916.35753,73.2,68.278445,193228,113139,5558,2015,4494
?,?,529.683333,31781,2303,40075,2015,4540
?,68,198.275,190344,35833,3003,2015,2338
646001866666.667,79.5,14.672056,31540372,270029,52469,2015,9842647
13779570705.7552,65.3,78.58138,15129273,586870,2251,2015,221160
36513027127.6723,76.2,81.159925,8850975,964585,12908,2015,806777
1437722206.38754,74.1,204.175824,96471,11772,25684,2015,12396
4474689705.76783,57.1,89.404045,6453184,145003,2085,2015,90246
292739307535.642,82,7828.857143,5603740,313884,80794,2015,2261026
86581789952.3123,77.6,112.794252,5426258,341620,27204,2015,176420
42746980843.0904,80.9,102.471102,2067526,140490,28550,2015,235467
1156834750.5275,64,20.849982,583591,3833,2047,2015,2005
5953000000,54.2,17.194988,10787104,1998764,624,2015,2113
312797576593.594,61.3,45.303251,54490406,841120,12509,2015,2722348
1377873107856.33,81,519.330279,50293439,2345840,34644,2015,1283629
9015221096.24474,56.1,?,12339812,634613,3047,2015,821625
1199057336142.84,82.6,92.797563,46121699,1251004,32979,2015,5849739
82316172384.325,77.6,334.332642,20715010,1637385,10624,2015,36850
?,?,583.713235,?,23811,?,2015,24966
84066770983.3333,67.5,22.127396,40234882,1890861,3975,2015,481672
4877888603.80651,72,3.480609,542975,267800,17125,2015,27487
4060072443.54921,51.8,74.823837,1286970,95671,6095,2015,24455
492618068568.573,82.1,24.055754,9779426,333428,44892,2015,1544951
664737543616.5,83,209.711914,8298663,664557,56118,2015,2301309
?,68.2,100.759206,18502413,5011509,4637,2015,497309
7853450374.0001,72.4,60.601993,8481855,589748,2582,2015,274780
44895392076.5118,64.1,60.363987,53470420,294531,2571,2015,254012
395281580952.881,74.7,133.02151,67959359,854327,14512,2015,3912191
8884441432.05624,73.7,38.763137,388019,40095,22818,2015,58298
?,68.1,196.731621,1990924,89639,1644,2015,186955
4002723816.65721,61.5,134.300018,7304578,446982,1433,2015,255407
?,71.5,147.458333,106170,56524,5069,2015,1619
27805745960.6511,72.4,265.124366,1360088,363332,30113,2015,42406
43015089722.6754,77.6,71.497168,11253554,651044,11126,2015,45715
718221078308.824,79.2,102.212531,78665830,3114471,19360,2015,2851301
37334232257.1429,70,11.434686,5373502,242948,15865,2015,193860
?,?,36.146316,34339,1878,20068,2015,9738
?,?,330.533333,9916,3472,3622,2015,111
?,80.6,295.925714,106291,3407,?,2015,55554
26369242278.1637,61.3,194.65581,39032383,736017,1680,2015,702133
90615023323.7353,71.5,78.019402,44823765,5825745,8449,2015,4494136
370292716133.424,75.4,109.53305,9156963,136557,60749,2015,8005345
2848755449421.34,81,269.244128,64715810,4917460,38225,2015,8493574
17946996000000,79.1,35.137648,321773631,3023657,53354,2015,43548356
53442697567.8844,76.8,19.606645,3431555,346976,20438,2015,68301
66732801392.6618,71.8,73.576634,29893488,1991040,5598,2015,1094008
?,64.9,21.710582,264652,8583,2912,2015,2278
?,74.8,35.267936,31108083,606344,15753,2015,1404256
193599379094.859,75.4,295.751927,93447601,2558678,5623,2015,67490
?,66,50.821477,26832215,1012889,3887,2015,307133
22063852462.8145,56.7,21.80789,16211767,238121,4034,2015,107341
13892940503.5829,59.3,40.332819,15602751,856345,1801,2015,257349
