@relation 'whatever-weka.filters.unsupervised.attribute.Remove-R5,7-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Llast-M-weka.filters.unsupervised.attribute.ReplaceMissingValues'

@attribute gdp numeric
@attribute life_expectancy numeric
@attribute popdensity numeric
@attribute total_population numeric
@attribute income_per_person numeric
@attribute m_in numeric

@data
238284727566.4374,68.818541,2735.1,27351,15691.875833,6791
130133845771.144,78.6,83.830939,10954032,25030,1111665
1068024993.98697,67.8,0.136923,56174,20499,6629
520044370.37037,70.5,298.882353,101620,9650,4355
238284727566.4374,73.6,287.644444,155328,15691.875833,71382
19290566570.0483,68.8,109.076708,11688660,6313,48056
2995360969.16199,54.2,35.809722,8799165,1139,558348
370173851.946119,52.8,46.78005,1315455,1330,18937
712667896.727512,64.2,3.770475,742218,5071,7580
3953846310.66081,58.7,310.203266,8549202,1734,23992
7105542971.35243,70.5,55.796586,6243080,3483,28320
171668164082.555,80.36,6347.619048,6783502,34017,2305464
47169872903.4599,71.8,113.936298,10224113,17707,290701
8924735422.81469,80.5,2.805037,281214,33599,15892
476609148165.173,61.5,354.326858,1053481072,2548,6286286
165021012261.411,67.5,116.771876,211540428,5878,262999
109591707802.216,71.4,40.434781,65850062,11719,2638875
238284727566.4374,65.8,53.901161,23574751,11764,188245
1563667799.61578,68.818541,134.747368,76806,15691.875833,37337
132396684080.151,78.6,290.619224,6013711,25739,1532124
1141760021927.4,79.6,193.608201,57147081,36073,2121688
10717022462.6859,52,51.943233,16517948,3049,1946601
8929375580.31569,74.4,239.09409,2600095,8139,22292
4731198760271.14,81,347.99177,125714674,32193,1648891
8457923955.68299,73.4,54.028513,4767476,7695,1925431
18291990619.137,64.9,5.513067,14956769,9706,2871300
12705357103.0056,55.6,54.583793,31065820,2143,627427
67512697.124304,59.8,104.204938,84406,1804,1804
37711864406.7797,77.7,108.275533,1929470,75219,1086284
1369691955.02213,65.9,25.539103,4954850,2075,380737
1731198022.45494,56.1,23.149389,5342879,2327,17760
7934770567.78679,70.5,38.065953,2371481,10859,430178
17260364842.4544,75.9,316.26393,3235380,12335,689524
771261707.830197,50.7,61.140481,1856225,1629,3699
529064600,55.8,30.024585,2891968,473,135072
38270206950.41,74.8,3.033329,5337264,22682,567436
2483890593.70545,68.818541,208.0125,33282,15691.875833,15389
11539211480.3625,72.1,55.83178,3486373,12484,203547
21375345494.7485,78.5,168.455598,436107,81425,139438
6101794938.88536,77.63,21595.35,431907,40091,223878
3877673539.09084,59.1,27.074339,15744811,1446,17227
1743506287.41519,45.4,118.723271,11193230,632,181962
93789736842.1053,73.3,71.285196,23420751,15695,1166948
624337145.284622,73,953.333333,280384,7134,26021
2954129565.88305,53.5,9.053447,11046926,1269,138028
3957418082.79925,79.2,1191.759375,387180,25841,21358
110937729.4126,64.7,289.783333,52161,2936,1684
1293654175.2102,63.8,2.63066,2711421,2738,55481
4582562398.66894,71.4,584.666502,1185143,11349,14512
683647980782.407,74.6,52.886437,102808590,14704,536112
1288420222.94787,68.6,126.73998,4201088,2329,240069
2647883820.18625,68.818541,16040.5,32081,50200,11614
1136896162.17581,62.5,1.54319,2397438,4655,7368
984279598.325251,73.3,44.977695,613557,9803,0
38857251336.3448,71.5,64.867921,28950553,4430,42500
5016469068.50898,52.3,23.226094,18264536,583,113222
238284727566.4374,60.8,72.940893,47669791,2069,85376
3908661517.62299,54,2.305327,1897953,6111,131616
238284727566.4374,68.818541,502.1,10042,8671,2206
5494252207.90502,65.2,165.609662,23740145,1577,680689
412807259996.315,78.1,471.727281,15894016,41771,1552220
2682347064.3642,73.46,11.664661,209997,15691.875833,46612
52623281956.7031,78.4,14.650792,3858234,27963,645015
5107329007.0922,76,41.771581,5026792,3424,29063
1798374468.36362,52.4,8.861232,11224523,778,112419
46385996028.9482,55.2,134.915207,122876723,2836,437977
238284727566.4374,59.1,189.687053,22840218,1287,32202
238284727566.4374,75.5,148.769565,68434,15691.875833,38613
171315639982.731,78.6,12.295766,4491572,58699,278008
19507412223.6671,75.2,7.235551,2239403,45472,596366
73952374969.7995,62.3,179.341126,138250487,3366,4178579
149300000,68.818541,41.682609,19174,12894,5714
12303975900,76.5,40.741875,3028751,9954,82912
3521348154.79666,57.5,11.866915,5374051,1856,23805
8195993230.74275,74.2,13.346849,5302703,6031,172346
50980861887.1601,74.6,20.245996,25914875,6485,65323
81026297144.2795,69.1,261.368505,77932247,4243,233520
171885598582.637,73.8,124.909821,38486305,14565,785539
118358489957.619,76.8,112.457902,10278542,26147,646280
61701810000,75.6,429.605975,3796981,32484,344921
17759890109.8901,74.7,51.115676,593453,112238,349667
99833960199.005,77.8,55.235506,3841574,41198,350552
3772851420.24763,72.9,79.121156,2012051,8543,124336
3219910666.03357,54.3,9.104741,48048664,531,299391
37438527799.5302,71.1,97.701323,22128139,9970,112260
259708496267.33,65.1,8.948997,146400951,13173,11891623
1734938190.25841,49.2,325.167207,8021875,764,337752
420086753.420087,68.818541,175.169231,45544,19086,2784
780895370.37037,72,257.293443,156949,9980,6415
396270000,69.1,276.658974,107897,7571,4036
269019710.327456,70.8,61.70106,174614,4326,5682
773907642.414748,68.818541,457,27420,51350,3896
238284727566.4374,64.6,142.879167,137164,2157,4277
188441866666.667,76.8,9.951329,21392273,37531,5086745
4679604753.55711,59.7,51.2158,9860578,1916,197885
6540247190.33529,72.1,85.940384,9463306,7741,856060
614879764.780006,70.9,176.371739,81154,18453,6095
635874002.198748,51.5,56.258091,4060709,1006,97244
95833932714.6172,78.3,6011.771642,3918183,51663,1218865
29114875621.8905,73.3,112.031601,5386065,15242,115885
20342197589.3242,76.1,98.754965,1988652,22488,170885
435101217.518415,61.7,14.731547,412336,1731,3711
238284727566.4374,50.7,11.772589,7385416,603,555
136361791002.623,56.4,36.27101,44896856,9927,968186
561633037419.537,76.3,487.332687,46206271,20757,233371
238284727566.4374,54.4,382.114859,6692999,2684,0
595402616546.895,79.2,80.687808,40749800,30647,1646790
16330814179.9766,72.4,297.480466,18783745,4946,38504
238284727566.4374,68.818541,521.764706,27330,15691.875833,0
12257418326.0734,62.4,14.634959,28079664,2258,767247
892164393.939394,69.7,3.081737,480751,9908,16143
1524496383.18107,48.8,61.843895,1063715,5257,19504
259802012617.057,79.7,21.62136,8872284,36816,916621
271659728209.379,79.8,181.769305,7165581,49083,1468417
19325894913.1254,74.4,88.987104,16354050,5188,296740
860550294.273467,65.8,44.199428,6186152,1186,298933
10185786382.8283,54.3,38.373888,33991590,1488,920393
126392308497.749,70.7,122.713935,62693322,8939,1257759
6327552000,70.2,29.759341,297891,25858,36041
782915402.421095,63.6,121.42915,1228863,1564,177198
1294250233.18894,56.7,89.625575,4874735,1305,124475
188623258.458914,69.6,135.969444,97898,4605,1039
8154338232.95978,69.5,247.169591,1267980,17721,37801
21473188881.5933,75,61.486226,9699192,7464,29634
266567532789.507,73.8,82.169558,63240157,13025,1175736
2904662604.82053,63.7,9.578914,4501419,5351,215691
238284727566.4374,68.818541,19.869474,18876,16099,7318
13741844.591147,68.818541,313.966667,9419,3064,164
238284727566.4374,77.57,310.397143,108511,15691.875833,53509
6193246837.09687,49.1,118.901136,23757636,1042,631630
31261718319.1794,67.3,84.88107,48746269,4809,5137559
104337372362.151,73.3,36.484785,3050128,108048,2377888
1554801028899.98,77.8,243.427909,58867004,32543,4692050
10284779000000,76.9,30.797301,282895741,45986,32512463
22823255801.8447,74.6,18.976357,3321242,12876,81477
13760374487.51,67.6,57.946403,24518222,2471,1323853
272014693.050806,62.5,15.181132,185058,2823,1361
117147614565.563,73.8,27.755203,24481477,14461,1013437
33640085727.512,72,249.568893,80285563,2650,53376
9636342274.82408,62.4,33.704981,17795219,4017,112692
3600683039.73254,44.8,14.239121,10585220,2202,315441
6689957600,47.9,32.312217,12499981,2521,361939
6275076016.47174,52,37.373936,24399948,1146,67045
8158548716.52941,76.2,109.908285,3082172,7075,57570
103198229168.23,74.8,13.967892,33267887,12077,235808
238284727566.4374,72,295.585,59117,15691.875833,23552
3248134606.77511,84.3,172.814894,81223,39787,48526
28233712830.9035,55.2,14.368286,17912942,4667,51477
997374111.111111,74.9,187.647727,82565,21414,24408
220813784300.124,75.3,14.303955,39145491,12039,1613729
4900469515.07252,71.8,105.898033,3014917,5297,439319
2331005586.59218,74.32,555.727778,100031,40737,30144
693075477371.824,81.2,2.654778,20274282,38840,4825070
314648986444.472,79.5,99.634645,8234858,40875,1136270
13245421880.834,68.2,101.522502,8563398,8052,299730
15968726861.7021,76.1,1171.640541,867014,44031,392112
69442943089.4309,67.1,1098.025497,142929979,1934,942533
3897500000,75,637.239535,274013,15128,20652
30210091836.8294,68.7,47.640882,9640616,10851,1106673
387365999253.824,79.1,346.057365,10561436,39881,854807
1114202700,70,12.419071,283279,8202,40138
4803702821.08055,58.6,72.564402,8182362,1584,145428
4868136000,76.4,1283.08,65124,56017,17393
818869145.124717,69.3,17.08327,651163,4565,37191
9549077869.10651,70.2,8.42371,9125405,4578,105693
11225138297.1959,77,74.870645,3833377,7751,46518
9931134940.51346,49.3,3.289049,1864003,11460,77166
891629970423.924,72.4,22.550381,188479240,12373,622082
238284727566.4374,68.818541,154.46,23169,15691.875833,11635
9531402847.87311,76.7,68.669639,361889,74441,97457
29821662537.3229,72.6,71.243557,7682614,12359,59498
5462709498.45119,55.9,49.056758,13421929,1232,557720
1117257279.46188,54.7,308.964681,7934213,692,156940
6293046162.12584,64,75.4592,13320058,1957,109499
16587858856.6778,54.9,38.346976,18126999,2532,241660
1169357979864.66,80.2,3.553303,32256333,40284,6071889
971977088.156914,69.3,117.673449,474224,4604,11813
238284727566.4374,68.818541,202.595833,48623,55970,21579
1350301057.06866,45.5,6.510013,4055608,853,67223
6646663021.43571,53,7.995499,10067932,1803,342974
8827272727.27273,68.818541,795.350515,29625425.15674,15691.875833,68807
124404150138.227,78.2,21.648794,16096571,16985,273384
2268598904116.28,71.9,138.867766,1305600630,5675,548425
146566266310.57,75.1,39.013642,43285636,9286,106966
380372892.606774,66,332.41913,618632,1498,11783
19964925502.6464,79,83.193165,4247843,10629,197870
45416076680.8707,75.7,79.378127,4378056,19420,516819
42644200000,77.1,105.797182,11261052,14200,15197
238284727566.4374,68.818541,310.040541,129398,15691.875833,0
18270009451.3257,79,111.751732,1032586,33592,116207
135990215966.674,76.2,132.166917,10230877,25571,322540
11964484667.9102,56.7,24.741199,3503086,4978,493844
264559522419.917,78.3,127.72642,5417692,43919,440383
708633194.726566,60.7,33.580932,778406,2240,86580
370370370.37037,74.2,94.056,70542,8764,3958
34004081037.3447,73.3,191.174772,9237565,8772,371237
491000000,67.5,65.850773,989497,1301,9930
41507085000,74.1,55.30372,13735232,8582,152503
89685725230.2517,70.1,75.28466,74942115,8556,262661
17093800000,73,287.027317,5947206,6907,35894
8217369092.65224,56,22.312513,625866,36200,5325
1098425900.74116,59.9,41.497752,4191273,1332,12391
14006093769.4317,72.5,31.959778,1355662,21651,233186
12401139453.9738,56.1,76.608431,76608431,738,462542
1730891409.07567,68.818541,34.625358,48337,15691.875833,4372
249845600,67.6,151.711429,106198,3301,121906
3006725014.78415,64.8,44.981938,821820,7169,10829
204436015420.968,79,17.223468,5246368,38700,190386
2203678646934.46,80.4,115.384282,61241700,36395,6737600
238284727566.4374,74.13,69.640437,254884,15691.875833,28086
9458884812.18106,60.1,5.34706,1377777,17069,208505
6410941012.59189,71.8,73.305574,4475273,4716,195345
2861410272354.18,79.4,236.464681,81246801,37901,10131345
10731634116.7384,60.8,94.003314,21389514,2558,286975
238284727566.4374,68.818541,2908,29080,15691.875833,7492
247783001865.44,79.6,85.239054,11069662,29768,1190707
1650283229.19637,69.1,0.138714,56953,21846,6533
695370296.296296,70.3,302.797059,102951,11892,4557
238284727566.4374,73.1,293.335185,158401,15691.875833,72168
27211377220.0677,69.8,123.026362,13183505,6475,57179
2937071767.25576,56,39.34976,9669023,1210,226466
586791836.059541,52.9,52.019346,1462784,1299,19654
824880550.343965,64.4,3.771882,742495,5140,9984
4310358095.62898,60,336.117888,9263409,1562,28304
9672035709.39793,71.2,61.49058,6880181,3952,27737
181570082162.19,81.92,6488.761905,6842465,40923,2524034
112530908271.016,73.1,112.566287,10095964,22029,359080
16749309720.1251,81.7,2.95994,296745,39108,25492
834214699568.14,63.6,384.881657,1144326293,3262,5808175
285868619205.805,68.7,124.894265,226254703,6892,258386
219845971945.264,71.9,43.058006,70122115,14452,2288550
49954890353.2609,65.7,61.773126,27017712,10489,107373
2971167185.35511,68.818541,140.95614,80345,15691.875833,39596
142837533703.233,79.7,320.244917,6603677,25891,1438993
1852661936077.6,81.1,197.081267,58657355,37130,3954790
17084928927.4555,53.4,57.021075,18132702,2828,1949646
11204416000,75.4,244.099815,2677888,8803,21721
4571867441130.41,82,350.54321,126978754,33916,1947221
12588665303.244,74.5,60.437239,5332982,9293,2320998
57123671733.8952,65.3,5.610634,15451752,15619,3102962
18737895401.1349,57.2,62.109569,35349040,2240,695958
106149546.398169,60.8,113.98642,92329,1792,2104
80797945205.4795,77.7,127.026038,2263604,92665,1267759
2460246796.05234,66.5,26.91658,5115470,2370,305941
2735558734.81409,60.1,24.891733,5745012,2930,16455
16903250777.8469,71.1,35.995868,2227559,17192,376725
21287562189.0547,77.3,389.722874,3986865,12258,754130
1368352570.25144,43.1,63.433597,1925844,1810,3769
550000000,58.4,33.947114,3269786,470,78219
47334148578.4164,75.4,3.297193,5801543,26967,625212
3659320086.68296,68.818541,217.825,34852,15691.875833,18533
26125575942.2814,71.7,53.007786,3343268,18256,195223
36977365999.2538,80,179.597683,457847,88944,150391
12092284455.3182,78.67,16719.607143,468149,64277,259447
5039293030.82367,61.2,31.451653,18290394,1393,19070
3655892941.67281,48.5,135.212622,12747846,609,173395
143534102611.497,74.3,78.515063,25796124,17929,1583398
1119806500,76.9,1070,304968,8619,42763
6245031690.06808,56.9,10.556867,12881384,1483,187038
5990648161.96588,80.7,1261.98125,397094,25510,24291
137744500,64.7,289.211111,52058,3272,2148
2184444848.97637,66.3,3.060141,3154087,2955,56084
6283796154.76327,72.4,605.051232,1222006,12747,18483
866346483685.297,75.1,56.456136,109747906,14961,710313
2988338439.31553,69.5,125.150103,4157707,3318,168510
4280072625.97622,68.818541,16904,33808,52761,11149
2523471601.79514,63.6,1.626231,2526447,6047,10804
2257118340.54619,75,45.669963,616389,11090,0
62343022650.8742,72.7,68.083081,30385479,5363,43587
7723846194.87446,52.9,26.865734,21126676,774,128846
238284727566.4374,63.4,76.504077,49984704,2339,72323
7261333794.60003,53.1,2.462104,2027026,7279,104029
238284727566.4374,68.818541,505.75,10115,6097,2075
8130258976.02982,67.4,177.934057,25506847,1708,644651
678533764457.157,79.6,483.408412,16331646,43243,1731449
238284727566.4374,74.62,12.636761,228683,15691.875833,51014
114719425473.492,79.8,15.699746,4134699,31798,803572
6321335612.22233,76.6,44.701072,5379327,3740,33219
3405134831.85049,55.9,10.646117,13485436,788,114444
112248324605.527,56.8,153.289308,139611303,4130,581729
238284727566.4374,70.2,197.768657,23813324,1464,37144
238284727566.4374,75.9,139.93913,64372,15691.875833,36049
308722079937.912,80.2,12.658054,4624388,63573,351024
31081924577.3732,76,8.099809,2506891,41270,638222
109502102510.883,62.2,198.936777,153356383,3910,3167999
193300000,68.818541,43.276087,19907,14644,5368
16374277900,77.2,44.650269,3319301,11156,116986
4865971718.29732,57.9,13.44103,6086905,1822,28640
8734653809.49561,74,14.587196,5795493,6007,164176
74947898079.8981,77.2,21.57063,27610406,7499,76449
103071585462.599,69.1,288.900201,86141373,4804,189210
304410137536.702,75.1,124.589315,38463514,16900,699220
197304513120.259,78.4,114.82814,10480085,26744,766605
83914521340.5431,76.6,430.818715,3761143,37503,337632
44530494505.4945,76.3,72.086477,836924,119134,624746
211388699291.133,79.7,60.384874,4203700,47775,589046
6258600713.82627,73.8,80.334015,2042894,9247,126296
6087002681.74095,56.4,10.257939,56089536,556,311670
99697566667.8107,72.4,92.702344,21407619,13941,131038
764017107992.392,65.1,8.761071,143622566,18118,11662954
2581465675.20506,59.6,365.149169,9008230,973,409872
543169962.962963,68.818541,188.996154,49139,21064,3165
946681289,73.1,271.159016,165407,10158,7449
550728666.666667,70.4,278.84359,108749,9337,4116
465568018.300557,71.8,63.578799,179928,5335,5339
1375416604.48689,68.818541,487.366667,29242,53928,4069
126194166.229261,65.5,159.527083,153146,2321,3360
328459608764.111,77.8,11.511069,24745230,38892,6283624
8707015771.00113,62.2,58.531107,11268994,2106,201695
26252007830.4639,73.2,85.076252,9186685,10568,844426
919103254.545455,72,180.217391,88747,17803,8568
1627854494.80246,52.3,70.258673,5071271,1158,148640
127417688055.756,80,6191.236575,4495531,61921,1526620
62493023255.814,74.3,111.700769,5385192,19549,129931
36346971769.6804,77.6,99.328401,1996522,26677,197118
413911362.345922,61.8,16.766917,469306,1602,2836
238284727566.4374,52.1,13.49657,8466938,616,1159
257772766357.932,52.7,38.966658,48352951,11133,1179704
898137194716.188,78.7,497.03745,47605863,25541,463564
238284727566.4374,55.3,382.114859,8099908,3221,0
1157276458151.97,80.3,87.465497,43854761,33396,4102922
24406252456.5141,73.9,308.929995,19526406,5843,37860
238284727566.4374,68.818541,512.977941,28591,15691.875833,11985
26524538565.7403,64.6,16.872858,31990003,2672,504726
1793776693.10555,69.9,3.15384,491999,12225,19755
2584089443.80671,42.5,64.223372,1104642,5618,22239
389042298376.845,80.6,22.005098,9030163,41184,1034109
407535656039.19,81.3,188.195632,7408608,51069,1696818
28858965517.2414,75.5,98.778896,18132842,5738,551070
2312344310.51263,68,48.625714,6805655,1719,280136
16929976600.142,57.1,44.102055,39065600,1848,761657
189318499954.003,73.1,128.920067,65863973,10901,2163055
7706222000,71.7,32.891409,329243,25397,44923
624174723.713404,64.9,142.346047,1440542,1552,176630
2115154262.03025,56.8,102.559643,5578219,1211,184229
258739680.905816,70,140.080556,100858,5006,1212
15982282467.617,71.1,252.81345,1296933,25439,40571
32273007553.5687,76.2,64.553296,10102477,8707,28474
482979839089.015,76.2,88.17304,67860617,15176,1210738
8104355716.8784,65.8,10.10329,4747839,6505,210315
238284727566.4374,68.818541,27.842105,26450,18734,8149
21839543.633318,68.818541,323.133333,9694,2995,142
238284727566.4374,78.52,308.18,107768,15691.875833,54504
9013834373.41246,53.5,140.345393,28042413,1217,649897
86142018069.3504,67.1,81.302686,46795313,7265,4694360
180617018379.85,75.2,53.612153,4481976,102324,3183170
2418941818181.82,79,249.663977,60210012,36665,5886598
13093726000000,77.6,32.254877,296139635,49762,36124882
17362857683.8545,75.5,19.001303,3325608,12978,76365
14307509838.8053,68.5,61.511519,25922239,3030,1246984
394962552.336108,62.7,17.175964,209375,2610,1810
145513489651.872,74.6,30.34875,26769115,14981,1070405
57633255739.3984,73.3,265.720966,84203817,3485,47983
16753772447.794,64.6,38.836269,20504385,4295,137832
8331870169.14977,47.1,16.200905,12043591,2620,227993
5755215200,45.1,33.564477,12984418,1689,320377
15936800636.2487,53.6,42.830327,27962207,1637,73174
11926953258.916,77.2,106.314635,2901883,9374,46939
161207268840.911,76,15.130182,36036159,12494,229831
238284727566.4374,72.8,278.18,55636,15691.875833,22991
3346317328.52461,84.7,179.614894,84419,38982,49544
82470913120.7314,57.6,17.020898,21219954,7047,64461
1135539037.03704,75.8,198.256818,87233,20567,26040
461640242696.171,75.8,15.063041,41222875,15765,1767689
9260284937.79781,73,104.091886,2963496,6508,194741
2467703910.61453,75.06,564.427778,101597,33288,32780
1142250506474.06,82,2.867859,22162863,41330,5821210
390235099337.748,80.5,101.299694,8391986,42861,1275992
52902703376.1056,70.1,109.542344,9099893,15950,274411
25713271276.5957,78.7,1655.274278,1261319,40553,638094
115279077465.226,68.8,1164.759753,151616777,2459,1110039
4445500000,75.2,650.153488,279566,15297,19424
55220932613.958,70.2,46.771809,9492122,15703,1090088
483577483443.709,80.1,359.827807,10929978,40764,1036630
1397113450,71.2,14.099474,321609,8209,44956
6970240895.49888,60.8,84.336626,9509798,1637,177454
5744414000,77.6,1302.48,63954,56395,17857
1585472534.10547,71.4,18.895663,720246,6516,44708
19649631308.1648,71.8,9.155585,9918245,5279,119859
17163117551.4626,77.9,74.907383,3835258,9145,37841
12786662034.8563,55.6,3.613416,2047831,13642,106209
2208872214643.02,73.6,23.762967,198614208,14660,586789
238284727566.4374,68.818541,181.486667,27223,15691.875833,13103
12370616061.6062,77.1,74.630361,393302,70636,99582
49939168133.207,73.7,68.12453,7407297,14886,74877
8979966766.07232,59,57.134744,15632066,1431,629595
2026864469.36388,60.4,368.423559,9461117,725,215702
11242275198.9783,67,81.37087,14363586,2513,78719
23622483983.7101,57.8,43.55877,20590666,2571,280209
1613406134731.12,81.3,3.73951,34126173,40773,7003177
1664310769.55229,71.1,121.682134,490379,6005,12921
238284727566.4374,68.818541,231.2875,55509,49795,23985
1986014845.63184,47.9,7.135017,4444973,901,66524
10657705072.2884,55.8,9.44757,11896380,1953,406162
238284727566.4374,68.818541,839.910526,29625425.15674,15691.875833,74628
217538271334.738,78.5,22.884083,17015048,19204,369436
6039658508485.59,74.3,142.487743,1340968737,9430,707128
287018184637.529,76.4,41.386301,45918101,10777,123584
516962886.786662,67.7,375.440623,698695,1426,11255
36298327620.1953,79.8,89.018273,4545273,12322,391708
59680624422.3702,76.7,78.945336,4316425,19989,553434
64328200000,77.8,106.239506,11308133,18477,13880
238284727566.4374,68.818541,334.916667,147605,15691.875833,34108
25247424010.9811,80.6,119.446429,1103685,33747,186325
207015860050.371,77.5,135.608622,10506617,28111,397785
20523285374.187,60.4,29.085689,4066078,5533,428440
319810991980.939,79.4,130.749069,5550959,42997,509740
1128611700.3618,62.3,35.841329,830802,2665,95499
493703703.703704,73.7,94.889333,71167,10375,4664
53864484468.2287,74.4,204.842363,9897983,11075,385696
934000000,70.8,71.715467,1057122,1777,9679
69555367000,75.1,60.133242,14934692,9311,276341
218888324504.753,70.1,82.415987,82040994,10615,283475
21418300000,74.1,291.424035,6038306,7237,40202
12709498548.489,58.6,25.978966,728710,34431,6996
2117039512.19512,60.1,46.432317,4689664,1083,13487
19494662251.6556,76.4,31.41012,1332089,21710,217814
29933790334.3418,62.1,87.561814,87561814,1081,510644
2301178416.00619,68.818541,34.790115,48567,15691.875833,4837
294117200,68.3,148.027143,103619,3337,110265
3140508835.9485,65.2,47.069075,859952,7098,11627
247814569536.424,80,17.648411,5367693,39425,246266
2646994701986.75,81.4,118.759347,62961136,36745,7196481
238284727566.4374,75.62,73.241803,268065,15691.875833,27588
14358584300.3006,63,5.98415,1541936,15982,237590
11638536890.5347,72.2,68.686798,4250132,5938,178249
3417298013245.03,80.3,234.606908,80435307,40632,11603711
32174772955.9748,62.9,106.872348,24317734,3091,258896
238284727566.4374,68.818541,3073.2,30732,15691.875833,8192
299379400264.901,80.4,86.278829,11177509,29190,1269749
2287220565.1596,70.8,0.138641,56546,24966,6014
771015888.888889,71,307.873529,104677,11178,4771
238284727566.4374,71.6,295.259259,159440,15691.875833,72950
41338008617.1119,71.2,137.479106,14732261,6849,66302
4735956493.06479,57.9,44.816889,11012406,1185,200224
847491366.890874,54.3,58.115078,1634196,1368,20410
2259288396.24467,65.5,3.827087,753362,5542,12378
6622541528.56888,32.2,362.830806,9999617,1518,32604
15839344591.9842,72,67.064751,7503875,4270,27153
228637697575.04,82.84,6689.714286,6993570,48108,2748711
130093753005.675,74.6,110.460875,10014633,22062,427420
13236887873.0516,82.8,3.172479,318042,38809,35091
1708458876829.92,65.4,414.0282,1230984504,4547,5330039
755094157594.527,69.8,133.372227,241613126,8498,270353
467790215915.476,73.7,45.594776,74253373,16980,2509220
138516722649.573,67.3,71.07238,30868156,12330,91594
5420291954.71889,68.818541,147.942105,84327,15691.875833,41377
234321743781.76,81.6,352.292052,7420368,29509,1363316
2125184794172.19,81.9,201.527902,59588007,35753,5787893
24884505034.5564,56.6,63.307255,20131707,2892,2018304
13190512703.1357,74.8,248.460203,2741253,8370,21153
5498717815809.77,82.7,351.309834,127319802,34404,2064499
26425379436.6197,77.9,73.416445,6517912,11256,2716659
148047348240.643,68.5,6.045702,16310624,19601,3334623
39999659233.7555,62.9,70.858335,40328313,2503,867762
150431113.557145,61.9,126.725926,102648,1729,2407
115419050942.08,78.5,171.687598,3059473,75365,1765407
4794357795.07139,67.9,28.404067,5464567,2790,226524
7181441139.89806,64.1,27.125407,6260544,3901,17079
23743309485.9565,73.9,33.701076,2090519,18148,313786
38009950248.7562,78.1,423.964418,4337156,16263,818738
2187482926.29624,46.4,66.224835,2010586,2235,3840
1292697100,60.8,41.092089,3957990,689,92870
74773444900.5368,75.9,3.560986,6265697,30261,683998
5082338964.87305,68.818541,226.725,36276,15691.875833,21704
37132564255.4319,73.9,49.418141,3122835,20758,160374
52351655629.1391,81.3,195.734749,507889,91147,162895
28123640998.7253,79.75,18000.875421,534626,98722,295655
8729936135.74488,62.4,36.247777,21079532,1390,21151
6959655570.89098,55.4,156.659143,14769824,737,170320
255016919685.822,74.4,85.586669,28119500,20398,2219148
2323401757.8125,79.2,1223.333333,332575,11674,69571
10678749467.4697,59.2,12.430266,15167286,1664,223932
8163355021.12327,81.3,1295.3375,412064,27906,32304
163803078.278876,65.8,291.266667,52428,3514,2749
4337791530.87884,68.6,3.484428,3591400,3299,56954
9718233910.68203,73.4,615.960591,1247951,15599,23497
1051128603513.77,75.4,61.018824,118617542,15460,966873
5811604051.96737,70.5,124.16931,4084483,3925,152732
5350674803.33858,68.818541,18422.5,36845,54146,10842
7189482029.68248,65.2,1.746091,2712657,7708,15510
4139192052.98013,76.5,46.054126,621952,13656,78125
93216746661.5977,73.7,71.942055,32107739,6466,58819
10154238250.1818,54.4,30.928377,24321457,930,144891
238284727566.4374,66,79.192072,51733013,3077,66565
11282192605.0374,61.4,2.664484,2193643,8433,100198
238284727566.4374,68.818541,501.25,10025,9523,1944
16002656434.4746,69,187.484548,26875910,1999,556029
836439735099.338,80.8,492.599881,16631571,45843,1827558
238284727566.4374,75.67,13.676149,246345,15691.875833,55415
146584522265.456,80.8,16.52311,4369027,31824,908399
8741313140.24883,77.2,47.679259,5737722,3966,35536
5718589799.24366,59.2,12.861759,16291990,841,116285
369062464570.387,61.2,175.04391,159424742,5114,825990
238284727566.4374,71.2,203.475675,24500506,1393,42072
238284727566.4374,76.4,117.086957,53860,15691.875833,23130
428524701366.599,81.1,13.386226,4891251,62946,516976
58641352405.7217,76.1,9.511299,2943747,49188,783100
177406854514.885,64.5,220.584161,170043918,4220,3938511
183800000,68.818541,44.5,20470,12113,5141
28917200000,77.3,48.701991,3620506,14921,156722
9716103408.96554,59.1,15.120605,6847517,2163,24303
20030528042.9171,74,15.630196,6209877,7008,156416
148521818488.749,78.4,22.948159,29373644,9915,82847
199590774784.581,70.1,312.033075,93038902,5614,153633
479242529764.866,76.2,124.209201,38574682,21328,634946
238317631788.079,79.9,115.439458,10584837,27393,759742
98381268000,77.1,419.563247,3709671,34454,287931
125122306346.154,79.2,152.068303,1765513,127984,1406620
220076114437.086,81,66.194731,4617334,43860,730542
9407168702.4313,75.2,81.778073,2062443,11179,128286
12007880590.4575,58.4,11.906524,65938712,632,411152
167998080493.408,73.7,88.010741,20298838,16888,143106
1524917468442.01,68.9,8.722634,143158099,21664,11194137
5698548987.88591,65.1,417.25452,10293669,1262,417680
692457407.407407,68.818541,201.353846,52352,20479,3431
1249497000,74.5,290.814754,177397,10515,7867
681225962.962963,71.1,280.297436,109316,9935,4202
656789149.595525,72.6,65.734629,186029,5405,4671
238284727566.4374,68.818541,511.5,30690,44525,4192
195176113.354139,66.9,178,170880,2743,2640
526811466666.667,78.7,13.067301,28090647,45598,8147064
12932428287.6047,64.2,67.297517,12956791,2182,215154
39460357730.5224,74.8,83.368809,9059046,12301,825407
